Billing Period Start,Billing Period End,Property Key,Property Label,Job Count,Task Count,Bedrooms,Bathrooms,Quoted Client Price,Quoted Worker Price,Quote Start,Quote End,Source File
2026-05-25,2026-06-07,PROP-FB76D10F,Property FB76D1,0,1,,,0.00,0.00,,,properties_period_05.csv
2026-05-25,2026-06-07,PROP-DCC1D1C1,Property DCC1D1,0,1,,,0.00,0.00,,,properties_period_05.csv
2026-05-25,2026-06-07,PROP-34CCC945,Property 34CCC9,0,3,,,0.00,0.00,,,properties_period_05.csv
2026-05-25,2026-06-07,PROP-2CAD9A11,Property 2CAD9A,0,1,2,1,62.50,40.00,2026-01-01,,properties_period_05.csv
2026-05-25,2026-06-07,PROP-A4A59DF2,Property A4A59D,0,1,,,0.00,0.00,,,properties_period_05.csv
2026-05-25,2026-06-07,PROP-2682C6C3,Property 2682C6,0,1,,,0.00,0.00,,,properties_period_05.csv
2026-06-08,2026-06-21,PROP-60C27B2C,Property 60C27B,1,0,2,1,62.50,40.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-FC154A3F,Property FC154A,2,0,2,1,59.50,40.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-167D930B,Property 167D93,2,0,2,2,59.50,45.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-F3FD8F46,Property F3FD8F,2,0,2,2,66.50,45.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-2A4ECCC4,Property 2A4ECC,4,0,2,1,74.50,50.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-F75AF396,Property F75AF3,4,0,1,1,55.50,35.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-8F424ACA,Property 8F424A,2,0,1,1,50.50,35.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-0617E567,Property 0617E5,1,1,2,2,69.50,45.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-B594FDA8,Property B594FD,3,0,2,1,52.50,40.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-BFCFD3F1,Property BFCFD3,3,0,1,1,55.50,35.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-4DAF268D,Property 4DAF26,4,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_06.csv
2026-06-08,2026-06-21,PROP-DA79631D,Property DA7963,2,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_06.csv
2026-06-08,2026-06-21,PROP-43D8BE16,Property 43D8BE,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-38676AB9,Property 38676A,2,0,2,2,69.50,45.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-CFDA1271,Property CFDA12,1,0,0,1,40.00,30.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-DF9FFABC,Property DF9FFA,1,0,1,1,45.50,35.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-430CA5CF,Property 430CA5,1,0,2,1,59.50,40.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-34CCC945,Property 34CCC9,0,1,,,0.00,0.00,,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-16FD8C17,Property 16FD8C,0,1,2,1,52.50,40.00,2026-01-01,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-882A9472,Property 882A94,0,1,,,0.00,0.00,,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-42312AA9,Property 42312A,0,1,,,0.00,0.00,,,properties_period_06.csv
2026-06-08,2026-06-21,PROP-707C236E,Property 707C23,0,1,1,1,45.50,35.00,2026-01-01,,properties_period_06.csv
2026-06-22,2026-07-05,PROP-F75AF396,Property F75AF3,5,1,1,1,55.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-B594FDA8,Property B594FD,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-DA79631D,Property DA7963,4,1,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_07.csv
2026-06-22,2026-07-05,PROP-0617E567,Property 0617E5,1,1,2,2,69.50,45.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-FC154A3F,Property FC154A,2,0,2,1,59.50,40.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-43D8BE16,Property 43D8BE,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-4DAF268D,Property 4DAF26,3,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_07.csv
2026-06-22,2026-07-05,PROP-8F424ACA,Property 8F424A,2,0,1,1,50.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-167D930B,Property 167D93,2,0,2,2,59.50,45.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-1C7EBE9E,Property 1C7EBE,3,0,2,1,52.50,40.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-2A4ECCC4,Property 2A4ECC,3,1,2,1,74.50,50.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-38676AB9,Property 38676A,3,0,2,2,69.50,45.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-BFCFD3F1,Property BFCFD3,2,0,1,1,55.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-F3FD8F46,Property F3FD8F,1,1,2,2,66.50,45.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-D8248E85,Property D8248E,1,1,1,1,45.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-5743DAA0,Property 5743DA,1,0,1,1,65.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-430CA5CF,Property 430CA5,1,0,2,1,59.50,40.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-7BD057D4,Property 7BD057,1,0,2,1,66.50,40.00,2026-01-01,2026-07-23,properties_period_07.csv
2026-06-22,2026-07-05,PROP-AA45D193,Property AA45D1,1,0,1,1,55.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-15C4B2C1,Property 15C4B2,1,0,2,2,66.50,45.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-01FBB1D1,Property 01FBB1,0,1,1,1,55.50,35.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-D98A0A34,Property D98A0A,0,1,2,1,59.50,40.00,2026-01-01,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-4692A5D3,Property 4692A5,0,1,,,0.00,0.00,,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-34CCC945,Property 34CCC9,0,1,,,0.00,0.00,,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-C237AFD9,Property C237AF,0,1,,,0.00,0.00,,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-E703C39B,Property E703C3,0,1,,,0.00,0.00,,,properties_period_07.csv
2026-06-22,2026-07-05,PROP-947ED8F9,Property 947ED8,0,1,,,0.00,0.00,,,properties_period_07.csv
2026-07-06,2026-07-19,PROP-2A4ECCC4,Property 2A4ECC,2,0,2,1,74.50,50.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-43D8BE16,Property 43D8BE,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-167D930B,Property 167D93,2,0,2,2,59.50,45.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-85C040C1,Property 85C040,5,1,1,1,45.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-FC154A3F,Property FC154A,3,0,2,1,59.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-F75AF396,Property F75AF3,3,2,1,1,55.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-38676AB9,Property 38676A,3,0,2,2,69.50,45.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-D8248E85,Property D8248E,1,0,1,1,45.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-8F424ACA,Property 8F424A,3,0,1,1,50.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-1C7EBE9E,Property 1C7EBE,3,0,2,1,52.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-15C4B2C1,Property 15C4B2,3,0,2,2,66.50,45.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-7BD057D4,Property 7BD057,3,1,2,1,66.50,40.00,2026-01-01,2026-07-23,properties_period_08.csv
2026-07-06,2026-07-19,PROP-43D9B9CC,Property 43D9B9,1,1,3,2,100.00,67.50,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-BFCFD3F1,Property BFCFD3,2,0,1,1,55.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-4DAF268D,Property 4DAF26,3,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_08.csv
2026-07-06,2026-07-19,PROP-DA79631D,Property DA7963,4,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_08.csv
2026-07-06,2026-07-19,PROP-6C57A059,Property 6C57A0,4,0,2,1,52.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-5743DAA0,Property 5743DA,2,0,1,1,65.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-0617E567,Property 0617E5,1,2,2,2,69.50,45.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-D3E23651,Property D3E236,3,0,2,1,52.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-B594FDA8,Property B594FD,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-60C27B2C,Property 60C27B,1,0,2,1,62.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-430CA5CF,Property 430CA5,2,0,2,1,59.50,40.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-F3FD8F46,Property F3FD8F,1,0,2,2,66.50,45.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-CFDA1271,Property CFDA12,1,0,0,1,40.00,30.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-6EC5AAEC,Property 6EC5AA,0,1,,,0.00,0.00,,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-3D870726,Property 3D8707,0,1,1,1,45.50,35.00,2026-01-01,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-34CCC945,Property 34CCC9,0,1,,,0.00,0.00,,,properties_period_08.csv
2026-07-06,2026-07-19,PROP-0D443B6C,Property 0D443B,0,1,2,2,59.50,45.00,2026-01-01,,properties_period_08.csv
2026-07-20,2026-08-02,PROP-167D930B,Property 167D93,3,0,2,2,59.50,45.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-60C27B2C,Property 60C27B,2,0,2,1,62.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-FC154A3F,Property FC154A,5,0,2,1,59.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-BFCFD3F1,Property BFCFD3,3,1,1,1,55.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-1C7EBE9E,Property 1C7EBE,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-F3FD8F46,Property F3FD8F,2,0,2,2,66.50,45.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-AA45D193,Property AA45D1,2,0,1,1,55.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-7BD057D4,Property 7BD057,2,0,2,1,66.50,40.00,2026-01-01,2026-07-23,properties_period_09.csv
2026-07-20,2026-08-02,PROP-85C040C1,Property 85C040,5,0,1,1,45.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-B594FDA8,Property B594FD,2,1,2,1,52.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-43D8BE16,Property 43D8BE,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-F75AF396,Property F75AF3,4,1,1,1,55.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-4DAF268D,Property 4DAF26,2,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_09.csv
2026-07-20,2026-08-02,PROP-DA79631D,Property DA7963,3,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_09.csv
2026-07-20,2026-08-02,PROP-430CA5CF,Property 430CA5,3,0,2,1,59.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-38676AB9,Property 38676A,2,1,2,2,69.50,45.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-6C57A059,Property 6C57A0,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-D3E23651,Property D3E236,1,0,2,1,52.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-8F424ACA,Property 8F424A,2,0,1,1,50.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-507559B2,Property 507559,1,0,2,1,52.50,40.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-D8248E85,Property D8248E,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-947ED8F9,Property 947ED8,0,1,,,0.00,0.00,,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-5743DAA0,Property 5743DA,0,1,1,1,65.50,35.00,2026-01-01,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-6C8FBCD1,Property 6C8FBC,0,1,,,0.00,0.00,,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-34CCC945,Property 34CCC9,0,1,,,0.00,0.00,,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-81EED2D5,Property 81EED2,0,1,,,0.00,0.00,,,properties_period_09.csv
2026-07-20,2026-08-02,PROP-7EE22A4D,Property 7EE22A,0,1,,,0.00,0.00,,,properties_period_09.csv
2026-08-03,2026-08-16,PROP-8F424ACA,Property 8F424A,3,0,1,1,50.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-2A4ECCC4,Property 2A4ECC,2,0,2,1,74.50,50.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-4DAF268D,Property 4DAF26,4,0,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_10.csv
2026-08-03,2026-08-16,PROP-38676AB9,Property 38676A,3,0,2,2,69.50,45.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-1C7EBE9E,Property 1C7EBE,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-F3FD8F46,Property F3FD8F,2,0,2,2,66.50,45.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-D3E23651,Property D3E236,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-4CDC9771,Property 4CDC97,1,0,2,1,62.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-B594FDA8,Property B594FD,3,0,2,1,52.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-F75AF396,Property F75AF3,4,1,1,1,55.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-DA79631D,Property DA7963,2,1,2,1,52.50,40.00,2026-01-01,2026-08-16,properties_period_10.csv
2026-08-03,2026-08-16,PROP-43D8BE16,Property 43D8BE,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-167D930B,Property 167D93,2,0,2,2,59.50,45.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-DF9FFABC,Property DF9FFA,2,0,1,1,45.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-6C57A059,Property 6C57A0,2,0,2,1,52.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-60C27B2C,Property 60C27B,1,0,2,1,62.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-FC154A3F,Property FC154A,2,0,2,1,59.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-85C040C1,Property 85C040,1,1,1,1,45.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-430CA5CF,Property 430CA5,2,0,2,1,59.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-BFCFD3F1,Property BFCFD3,1,0,1,1,55.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-D8248E85,Property D8248E,1,0,1,1,45.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-38705FA5,Property 38705F,1,2,1,1,59.50,35.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-CFDA1271,Property CFDA12,1,0,0,1,40.00,30.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-3633979E,Property 363397,1,0,2,1,52.50,40.00,2026-01-01,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-0841EEF9,Property 0841EE,0,1,,,0.00,0.00,,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-52F93D97,Property 52F93D,0,1,,,0.00,0.00,,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-34CCC945,Property 34CCC9,0,1,,,0.00,0.00,,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-0B78F45A,Property 0B78F4,0,1,,,0.00,0.00,,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-DDDF4ED3,Property DDDF4E,0,1,,,0.00,0.00,,,properties_period_10.csv
2026-08-03,2026-08-16,PROP-F826A132,Property F826A1,0,1,,,0.00,0.00,,,properties_period_10.csv
