Billing Period Start,Billing Period End,Work Item Key,Work Item Type,Service Date,Property Key,Client,Work Category,Worker Key,Default Worker Key,Assignment Overridden,Approved Client Price,Approved Worker Price,Cost,Business Income,Pricing Status,Price Approved At,Worker Price Overridden,Ready For Billing,No Payment,Public Holiday Flag,Source File
2026-04-13,2026-04-26,WI-0121,Job,2026-04-17,PROP-F52FE8B4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0122,Job,2026-04-17,PROP-01FBB1D1,Client 3,Key handling,WRK-2E535014,WRK-99159EBC,true,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0123,Job,2026-04-18,PROP-0617E567,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,139.50,105.00,0.00,34.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0124,Job,2026-04-18,PROP-E153285B,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0125,Job,2026-04-18,PROP-28A7A972,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0126,Job,2026-04-18,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0127,Job,2026-04-18,PROP-D1ADDF45,Client 3,Key handling,WRK-2E535014,WRK-99159EBC,true,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0128,Job,2026-04-19,PROP-0231885B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0129,Job,2026-04-19,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0130,Job,2026-04-19,PROP-38676AB9,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0131,Job,2026-04-19,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0132,Job,2026-04-19,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0133,Job,2026-04-19,PROP-D98A0A34,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,63.90,40.00,4.40,19.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0134,Job,2026-04-19,PROP-2CFAA8CA,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0135,Job,2026-04-19,PROP-61FE70F2,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0136,Job,2026-04-19,PROP-507559B2,Client 2,Standard service,WRK-99159EBC,WRK-95B7F5D5,true,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0137,Job,2026-04-19,PROP-AA45D193,Client 2,Cleaning,WRK-99159EBC,WRK-95B7F5D5,true,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0138,Job,2026-04-19,PROP-85C040C1,Client 2,Key handling,WRK-99159EBC,WRK-95B7F5D5,true,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0139,Job,2026-04-19,PROP-2476444F,Client 3,Key handling,WRK-2E535014,WRK-99159EBC,true,72.50,40.00,0.00,32.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0140,Job,2026-04-20,PROP-167D930B,Client 1,Cleaning,WRK-99159EBC,WRK-DD63004A,true,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0141,Job,2026-04-20,PROP-BFCFD3F1,Client 1,Key handling,WRK-99159EBC,WRK-DD63004A,true,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0142,Job,2026-04-20,PROP-430CA5CF,Client 1,Key handling,WRK-99159EBC,WRK-DD63004A,true,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0143,Job,2026-04-20,PROP-FC154A3F,Client 1,Key handling,WRK-99159EBC,WRK-DD63004A,true,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0144,Job,2026-04-20,PROP-FECE1865,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0145,Job,2026-04-20,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0146,Job,2026-04-20,PROP-3D870726,Client 3,Cleaning,WRK-2E535014,WRK-99159EBC,true,54.30,35.00,8.80,10.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0147,Job,2026-04-20,PROP-DAB50113,Client 3,Cleaning,WRK-2E535014,WRK-99159EBC,true,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0148,Job,2026-04-20,PROP-086BBC52,Client 3,Key handling,WRK-2E535014,WRK-99159EBC,true,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0149,Job,2026-04-21,PROP-16FD8C17,Client 1,Cleaning,WRK-99159EBC,WRK-DD63004A,true,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0150,Job,2026-04-21,PROP-85C040C1,Client 1,Key handling,WRK-99159EBC,WRK-DD63004A,true,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0151,Job,2026-04-21,PROP-258C656D,Client 1,Cleaning,WRK-99159EBC,WRK-DD63004A,true,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0152,Job,2026-04-21,PROP-F75AF396,Client 1,Cleaning,WRK-99159EBC,WRK-DD63004A,true,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0153,Job,2026-04-21,PROP-28A7A972,Client 3,Cleaning,WRK-2E535014,WRK-99159EBC,true,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0154,Job,2026-04-21,PROP-01FBB1D1,Client 3,Key handling,WRK-2E535014,WRK-99159EBC,true,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0155,Job,2026-04-21,PROP-F52FE8B4,Client 3,Cleaning,WRK-2E535014,WRK-99159EBC,true,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0156,Job,2026-04-22,PROP-61FE70F2,Client 1,Key handling,WRK-99159EBC,WRK-DD63004A,true,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0157,Job,2026-04-23,PROP-7BD057D4,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,108.50,40.00,0.00,68.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0158,Job,2026-04-23,PROP-707C236E,Client 1,Standard service,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0159,Job,2026-04-23,PROP-15C4B2C1,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0160,Job,2026-04-24,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0161,Job,2026-04-24,PROP-E153285B,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0162,Job,2026-04-24,PROP-D98A0A34,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0163,Job,2026-04-24,PROP-43D9B9CC,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,100.00,67.50,0.00,32.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0164,Job,2026-04-25,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0165,Job,2026-04-25,PROP-0D443B6C,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0166,Job,2026-04-25,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,136.50,40.00,0.00,96.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0167,Job,2026-04-25,PROP-61FE70F2,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,73.50,50.00,0.00,23.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0168,Job,2026-04-25,PROP-28A7A972,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0169,Job,2026-04-25,PROP-507559B2,Client 3,Standard service,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0170,Job,2026-04-25,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,80.50,55.00,0.00,25.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0171,Job,2026-04-26,PROP-0A509508,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,70.50,50.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0172,Job,2026-04-26,PROP-16FD8C17,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0173,Job,2026-04-26,PROP-0617E567,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0174,Job,2026-04-26,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0175,Job,2026-04-26,PROP-2CAD9A11,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,97.50,60.00,0.00,37.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0176,Job,2026-04-26,PROP-15C4B2C1,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0177,Job,2026-04-26,PROP-258C656D,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0178,Job,2026-04-26,PROP-38676AB9,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0179,Job,2026-04-26,PROP-F75AF396,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0180,Job,2026-04-26,PROP-F52FE8B4,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-13,2026-04-26,WI-0181,Job,2026-04-26,PROP-FC154A3F,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_02.csv
2026-04-27,2026-05-10,WI-0182,Job,2026-04-27,PROP-430CA5CF,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0183,Job,2026-04-27,PROP-DAB50113,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0184,Job,2026-04-27,PROP-21A6A97C,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0185,Job,2026-04-27,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0186,Job,2026-04-27,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,108.50,70.00,0.00,38.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0187,Job,2026-04-27,PROP-28A7A972,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0188,Job,2026-04-27,PROP-43D9B9CC,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,100.00,67.50,0.00,32.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0189,Job,2026-04-27,PROP-D98A0A34,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,80.50,55.00,0.00,25.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0190,Job,2026-04-27,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0191,Job,2026-04-27,PROP-507559B2,Client 3,Standard service,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0192,Job,2026-04-28,PROP-2CFAA8CA,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0193,Job,2026-04-28,PROP-AA45D193,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0194,Job,2026-04-28,PROP-61FE70F2,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0195,Job,2026-04-28,PROP-D8248E85,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0196,Job,2026-04-29,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0197,Job,2026-04-29,PROP-BED38869,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,52.50,35.00,0.00,17.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0198,Job,2026-04-29,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0199,Job,2026-04-29,PROP-7BD057D4,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0200,Job,2026-04-29,PROP-D98A0A34,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0201,Job,2026-04-30,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0202,Job,2026-04-30,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,57.77,40.00,5.27,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0203,Job,2026-04-30,PROP-BB4737D7,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0204,Job,2026-05-01,PROP-CFDA1271,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,48.09,30.00,8.09,10.00,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0205,Job,2026-05-01,PROP-D98A0A34,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0206,Job,2026-05-01,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0207,Job,2026-05-01,PROP-61FE70F2,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0208,Job,2026-05-02,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0209,Job,2026-05-02,PROP-43D8BE16,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0210,Job,2026-05-02,PROP-16FD8C17,Client 1,Cleaning,,WRK-DD63004A,false,52.50,0.00,0.00,52.50,job-business,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0211,Job,2026-05-02,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0212,Job,2026-05-02,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0213,Job,2026-05-02,PROP-15C4B2C1,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0214,Job,2026-05-02,PROP-3669A2DD,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,35.00,0.00,17.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0215,Job,2026-05-02,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0216,Job,2026-05-03,PROP-430CA5CF,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0217,Job,2026-05-03,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0218,Job,2026-05-03,PROP-C498828E,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,153.50,105.00,0.00,48.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0219,Job,2026-05-03,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0220,Job,2026-05-03,PROP-61FE70F2,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0221,Job,2026-05-03,PROP-FECE1865,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,0.00,0.00,0.00,0.00,job-no-payment,,false,true,true,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0222,Job,2026-05-03,PROP-F75AF396,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0223,Job,2026-05-04,PROP-FC154A3F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0224,Job,2026-05-04,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0225,Job,2026-05-04,PROP-38676AB9,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0226,Job,2026-05-04,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0227,Job,2026-05-04,PROP-15C4B2C1,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0228,Job,2026-05-04,PROP-7BD057D4,Client 2,Cleaning,WRK-95B7F5D5,WRK-95B7F5D5,false,66.50,40.00,0.00,26.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0229,Job,2026-05-04,PROP-D8248E85,Client 2,Key handling,WRK-95B7F5D5,WRK-95B7F5D5,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0230,Job,2026-05-04,PROP-D98A0A34,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0231,Job,2026-05-04,PROP-DAB50113,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0232,Job,2026-05-04,PROP-85C040C1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,48.58,35.00,3.08,10.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0233,Job,2026-05-04,PROP-507559B2,Client 3,Standard service,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0234,Job,2026-05-04,PROP-28A7A972,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0235,Job,2026-05-05,PROP-0231885B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0236,Job,2026-05-05,PROP-AA45D193,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0237,Job,2026-05-05,PROP-43D9B9CC,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,100.00,100.00,0.00,0.00,quoted,,true,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0238,Job,2026-05-05,PROP-61FE70F2,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0239,Job,2026-05-05,PROP-21A6A97C,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0240,Job,2026-05-06,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_03.csv
2026-04-27,2026-05-10,WI-0241,Job,2026-05-06,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_03.csv
